n_other_coops,coop_payoff_mean,coop_payoff_stderr,def_payoff_mean,def_payoff_stderr,avg_payoff_mean,avg_payoff_stderr,n_episodes
0,38.71875,2.9815408934148704,123.03125,5.2374051041892935,123.03125,5.2374051041892935,32
1,27.890625,2.5654471430154335,133.875,7.119912300366932,120.875,6.346949888270355,32
2,14.364583969116211,1.676674126342803,215.33749389648438,9.108775551475265,161.71875,6.899660287894338,32
3,102.703125,10.31054134902083,157.8828125,9.219612996514426,96.28125,5.749515276055338,32
4,467.5999755859375,13.46638205173905,775.1041259765625,28.605873955136033,404.90625,17.59893382184873,32
5,922.5052490234375,20.620769799838317,1122.953125,62.441458348622426,658.71875,23.218684008960846,32
6,1452.34375,10.709941069899891,1468.25,61.553280614038165,1006.9375,13.709025167538936,32
