env_step,focal_return,inflation,claimed_alpha,true_alpha_focal,partner_clean_rate,dirt,aggregate,victim_mean
128000.0,-1647.151123046875,0.3386293947696686,0.42223674058914185,0.08360735327005386,0.09776172041893005,40.491214752197266,0.04486091807484627,1.647151231765747
256000.0,-1815.643310546875,0.32278674840927124,0.4124554991722107,0.08966875076293945,0.09575261175632477,35.73534393310547,0.04816339537501335,1.8156434297561646
384000.0,-1807.1484375,0.3312690556049347,0.42041876912117004,0.08914969116449356,0.0969531312584877,36.217750549316406,0.047933951020240784,1.8071485757827759
512000.0,-1826.635498046875,0.3326314389705658,0.42256176471710205,0.08993031829595566,0.09570052474737167,35.44967269897461,0.04795626923441887,1.8266355991363525
640000.0,-1821.2852783203125,0.3412747383117676,0.4304773807525635,0.08920265734195709,0.09592188149690628,35.601688385009766,0.04813665151596069,1.821285367012024
768000.0,-1796.1016845703125,0.32743126153945923,0.4150445759296417,0.08761328458786011,0.09608464688062668,36.582862854003906,0.047697752714157104,1.7961018085479736
896000.0,-1810.119873046875,0.33322787284851074,0.42126956582069397,0.08804172277450562,0.09623178094625473,35.828922271728516,0.04796127602458,1.8101199865341187
1024000.0,-1808.4700927734375,0.3324466049671173,0.41855549812316895,0.08610890805721283,0.09639974683523178,36.3001594543457,0.048006586730480194,1.8084701299667358
1152000.0,-1780.916748046875,0.33206987380981445,0.41674065589904785,0.0846707820892334,0.09705078601837158,37.12156295776367,0.047685738652944565,1.7809168100357056
1280000.0,-1779.959716796875,0.3264540433883667,0.4118664264678955,0.08541234582662582,0.09618359804153442,36.82423782348633,0.048049136996269226,1.779959797859192
1408000.0,-1727.1317138671875,0.3257153332233429,0.40816256403923035,0.08244718611240387,0.09755469113588333,38.647159576416016,0.04725518077611923,1.7271318435668945
1536000.0,-1763.744873046875,0.3370673358440399,0.41893675923347473,0.08186937123537064,0.09647786617279053,37.455745697021484,0.047382038086652756,1.7637449502944946
1664000.0,-1762.09521484375,0.32788142561912537,0.40995001792907715,0.08206859230995178,0.096149742603302,37.230430603027344,0.047575872391462326,1.762095332145691
1792000.0,-1741.66943359375,0.32682204246520996,0.4081226885318756,0.08130062371492386,0.09625261276960373,37.831687927246094,0.04747569561004639,1.7416695356369019
1920000.0,-1767.18115234375,0.32221877574920654,0.4017476737499237,0.07952890545129776,0.09613672643899918,37.27336120605469,0.04732431098818779,1.7671812772750854
2048000.0,-1771.537841796875,0.3228618800640106,0.4030804932117462,0.0802185907959938,0.09623308479785919,37.243690490722656,0.047602329403162,1.7715378999710083
2176000.0,-1733.7032470703125,0.3314562737941742,0.4112882912158966,0.0798320323228836,0.09632422029972076,38.24936294555664,0.047452569007873535,1.733703374862671
2304000.0,-1719.283935546875,0.32875844836235046,0.40830472111701965,0.0795462504029274,0.09656640887260437,38.63037872314453,0.04707296937704086,1.7192840576171875
2432000.0,-1724.479248046875,0.3271690905094147,0.404674232006073,0.07750515639781952,0.09597135335206985,38.50811004638672,0.04709609970450401,1.7244793176651
2560000.0,-1711.78271484375,0.33184725046157837,0.408503919839859,0.07665672153234482,0.09570443630218506,38.69644546508789,0.04682593792676926,1.7117828130722046
2688000.0,-1685.924560546875,0.32554659247398376,0.4028898775577545,0.07734328508377075,0.09579167515039444,39.494930267333984,0.04700199514627457,1.6859246492385864
2816000.0,-1710.03271484375,0.32783034443855286,0.4039023518562317,0.07607202976942062,0.0952669307589531,38.95023727416992,0.046730052679777145,1.7100328207015991
2944000.0,-1676.828125,0.33505719900131226,0.41026175022125244,0.0752045288681984,0.09567839652299881,39.67451095581055,0.04659973084926605,1.676828145980835
3072000.0,-1641.901123046875,0.33870282769203186,0.4132492244243622,0.07454640418291092,0.09529037028551102,40.52809524536133,0.046162623912096024,1.6419012546539307
3200000.0,-1620.26318359375,0.341618150472641,0.4129156470298767,0.07129750400781631,0.09552083164453506,41.264503479003906,0.046167951077222824,1.6202632188796997
3328000.0,-1592.5548095703125,0.34180501103401184,0.41177114844322205,0.06996609270572662,0.09533855319023132,41.80379104614258,0.04566922038793564,1.5925549268722534
3456000.0,-1564.81005859375,0.33496612310409546,0.4053117632865906,0.07034563273191452,0.09556379914283752,42.27752685546875,0.045712660998106,1.5648101568222046
3584000.0,-1550.72802734375,0.33543360233306885,0.40494847297668457,0.06951484829187393,0.09618880599737167,42.79486083984375,0.04570458084344864,1.5507280826568604
3712000.0,-1562.330810546875,0.3429829776287079,0.4112328588962555,0.06824985146522522,0.09546355158090591,42.33023452758789,0.04544459655880928,1.5623308420181274
3840000.0,-1545.6329345703125,0.3516206443309784,0.4187999963760376,0.0671793669462204,0.09572786837816238,42.70585250854492,0.04577368497848511,1.5456329584121704
