env_step,focal_return,inflation,claimed_alpha,true_alpha_focal,partner_clean_rate,dirt,aggregate,victim_mean
128000.0,-1147.7540283203125,0.33695080876350403,0.4235265851020813,0.08657577633857727,0.09342058002948761,51.06191635131836,0.08617067337036133,1.1477540731430054
256000.0,-1168.480712890625,0.34008654952049255,0.43238985538482666,0.09230328351259232,0.09066536277532578,50.27685546875,0.09108179062604904,1.1684807538986206
384000.0,-1199.03271484375,0.3369815945625305,0.43121957778930664,0.09423796832561493,0.09033464640378952,49.25339126586914,0.09099005162715912,1.1990327835083008
512000.0,-1202.6602783203125,0.33103254437446594,0.4219953417778015,0.09096281230449677,0.09057552367448807,49.4219856262207,0.0899268388748169,1.202660322189331
640000.0,-1237.3411865234375,0.32870614528656006,0.420815646648407,0.09210953116416931,0.09015625715255737,48.65506362915039,0.08982046693563461,1.237341284751892
768000.0,-1192.06005859375,0.33941176533699036,0.4321359395980835,0.09272421896457672,0.09005469083786011,49.639652252197266,0.0910152792930603,1.192060112953186
896000.0,-1188.91552734375,0.3453439176082611,0.43794065713882446,0.09259671717882156,0.08988281339406967,49.70619583129883,0.09178388863801956,1.1889156103134155
1024000.0,-1119.5626220703125,0.35616615414619446,0.44817426800727844,0.09200812876224518,0.09082161635160446,50.78245544433594,0.09315630048513412,1.1195626258850098
1152000.0,-1093.50390625,0.36052486300468445,0.45146095752716064,0.0909361019730568,0.09031379967927933,51.7493782043457,0.09332995861768723,1.0935039520263672
1280000.0,-1104.869873046875,0.3597850501537323,0.4508570730686188,0.09107202291488647,0.0910143330693245,51.04983901977539,0.09382779896259308,1.1048699617385864
1408000.0,-1030.959716796875,0.3728920519351959,0.462507039308548,0.08961499482393265,0.09185286611318588,52.329471588134766,0.0950784981250763,1.0309597253799438
1536000.0,-1069.651123046875,0.36823639273643494,0.45549145340919495,0.08725500106811523,0.0913710966706276,51.671878814697266,0.09452896565198898,1.0696511268615723
1664000.0,-979.0247802734375,0.3681927025318146,0.45300552248954773,0.08481281250715256,0.09325521439313889,53.47032928466797,0.09404254704713821,0.9790248274803162
1792000.0,-963.1289672851562,0.37289223074913025,0.4582187831401825,0.08532656729221344,0.09294531494379044,53.79569625854492,0.0946563333272934,0.9631289839744568
1920000.0,-988.248779296875,0.3765239417552948,0.46329066157341003,0.08676671981811523,0.09244662523269653,53.543277740478516,0.09500886499881744,0.9882488250732422
2048000.0,-911.576904296875,0.39216363430023193,0.47912269830703735,0.08695906400680542,0.0942278727889061,54.423370361328125,0.09697186946868896,0.9115769267082214
2176000.0,-858.1471557617188,0.40525174140930176,0.4940875470638275,0.08883578330278397,0.09497526288032532,55.45265197753906,0.09863796085119247,0.8581472039222717
